context_lengths,batch_size,num_heads,head_size,block_size,data_type,query_length,trans_v,us_hip_bf16,us_triton_fp8,us_gluon_fp8,err_gluon_fp8,gluon_fp8_bandwith(TB/s),us_asm_fp8,asm_fp8_bandwith(TB/s),us_hip_fp8,perf_fp8_gluon_vs_hip,perf_fp8_gluon_vs_asm
4097,4,"(5, 1)",128,16,torch.bfloat16,1,False,14.626399999999949,22.971345714285764,15.610313762626202,0,0.24472827767364402,37.04281443298973,0.10325732189882791,14.421134020618668,92%,237%
4097,4,"(5, 1)",128,16,torch.bfloat16,2,False,18.350460000000023,28.02205999999995,15.85471070707073,0,0.24124954939984863,35.85041414141417,0.10695148526227531,17.219484536082383,109%,226%
4097,4,"(5, 1)",128,16,torch.bfloat16,3,False,21.150860000000026,,15.958080000000002,0,0.23997864572798525,65.04532653061216,0.059090613737317284,20.32573737373743,127%,408%
4097,4,"(5, 1)",128,16,torch.bfloat16,4,False,23.815010101010124,,20.66025450380085,0,0.18558605069393214,65.08046808510636,0.05920180976795962,56.89256000000001,275%,315%
4097,80,"(5, 1)",128,16,torch.bfloat16,1,False,65.52343999999995,230.99891546391746,56.51749387755102,0,1.3518947635397984,41.354696969696974,1.8498221939570876,53.866206185567044,95%,73%
4097,80,"(5, 1)",128,16,torch.bfloat16,2,False,95.77464000000005,316.4844073469388,58.31171422680399,0,1.3118948275362374,37.686546391752564,2.0348136970868866,103.68243298969074,178%,65%
4097,80,"(5, 1)",128,16,torch.bfloat16,3,False,144.31163999999993,,60.382089387755,0,1.2684550884704757,66.54083673469388,1.1552509568711424,141.0536000000001,234%,110%
4097,80,"(5, 1)",128,16,torch.bfloat16,4,False,178.51816161616154,,79.35014141414132,0,0.9664141667197094,66.64124489795918,1.1563053772731142,680.6088842105262,858%,84%
4097,128,"(5, 1)",128,16,torch.bfloat16,1,False,96.59989898989899,374.2643400000002,84.11377777777781,0,1.4533781464113884,69.55178350515465,1.759813075637283,79.78931313131315,95%,83%
4097,128,"(5, 1)",128,16,torch.bfloat16,2,False,146.30932608695653,514.9891800000001,86.99697282099346,0,1.4069241041077742,73.7825102040816,1.6629437102473925,161.88818181818178,186%,85%
4097,128,"(5, 1)",128,16,torch.bfloat16,3,False,228.27347999999995,,90.16301999999993,0,1.3591730806954248,130.5022916666667,0.9424676220106109,225.02767346938776,250%,145%
4097,128,"(5, 1)",128,16,torch.bfloat16,4,False,284.65686,,125.71949350649356,0,0.9759517625148894,130.92308163265307,0.9417148311848595,1094.5021000000002,871%,104%
512,4,"(8, 1)",128,16,torch.bfloat16,1,False,13.981934782608755,19.2395217391304,12.065957122242864,0,0.040136703113861846,9.431226804123732,0.052139380126238054,13.684821052631625,113%,78%
512,4,"(8, 1)",128,16,torch.bfloat16,2,False,17.632589473684142,24.275214727924357,11.946673469387813,0,0.04116110820782071,9.745460000000005,0.05198723103792124,16.319312500000034,137%,82%
512,4,"(8, 1)",128,16,torch.bfloat16,3,False,20.236778947368574,,15.55122000000003,0,0.03209966163387152,,,19.17636734693873,123%,NaN
512,4,"(8, 1)",128,16,torch.bfloat16,4,False,22.746989690721694,,15.68125252525243,0,0.032308610538281254,14.24188888888889,0.03766647859449542,46.62295999999994,297%,91%
512,80,"(8, 1)",128,16,torch.bfloat16,1,False,17.594752941176537,33.13926315789483,15.841460408163185,0,0.6114180464706308,10.375367346938766,0.9478957283224465,16.791600000000006,106%,65%
512,80,"(8, 1)",128,16,torch.bfloat16,2,False,26.267536842105248,43.4092004081633,16.28753795918367,0,0.6038215482650128,10.441039999999996,0.9704770417330465,24.594595744680888,151%,64%
512,80,"(8, 1)",128,16,torch.bfloat16,3,False,33.41321951219508,,20.818878182200656,0,0.4795540812767557,,,32.39773469387759,156%,NaN
512,80,"(8, 1)",128,16,torch.bfloat16,4,False,40.40166666666667,,21.656188421052647,0,0.4678934914495853,15.237039999999993,0.7041286273167436,107.15387878787872,495%,70%
512,128,"(8, 1)",128,16,torch.bfloat16,1,False,25.415011764705785,59.67262978723396,20.743566593772833,0,0.7470850092989209,14.993624999999994,1.0494877803535254,23.166920000000047,112%,72%
512,128,"(8, 1)",128,16,torch.bfloat16,2,False,39.141806451612936,79.84662,21.46208163265308,0,0.7331826655976581,18.803060000000002,0.8622247325119552,38.91733333333334,181%,88%
512,128,"(8, 1)",128,16,torch.bfloat16,3,False,53.83283516483527,,28.761777777777695,0,0.5553914268869278,,,51.4638979591836,179%,NaN
512,128,"(8, 1)",128,16,torch.bfloat16,4,False,66.34313978494625,,30.066799797979876,0,0.5392147979777857,27.355762886597933,0.6275144936178142,189.70442424242427,631%,91%
4096,4,"(8, 1)",128,16,torch.bfloat16,1,False,14.642080808080802,21.742852121212074,14.412080000000042,0,0.26520445669340664,35.096494949494975,0.1091162645252686,14.340666666666655,100%,244%
4096,4,"(8, 1)",128,16,torch.bfloat16,2,False,18.42399999999999,26.98750163265305,14.700052323232386,0,0.2605159725021141,34.03223232323229,0.11296642405053826,17.011373737373603,116%,232%
4096,4,"(8, 1)",128,16,torch.bfloat16,3,False,21.13804000000001,,18.760500000000068,0,0.20452807800515752,,,20.064039999999885,107%,NaN
4096,4,"(8, 1)",128,16,torch.bfloat16,4,False,23.862079999999892,,19.382970933828034,0,0.1983441857874894,61.10948484848481,0.06339935478111712,58.59940206185558,302%,315%
4096,80,"(8, 1)",128,16,torch.bfloat16,1,False,63.61164210526319,219.07296338383827,53.7315620723363,0,1.4226825719588585,39.507164948453585,1.9386855178373146,50.96303092783515,95%,74%
4096,80,"(8, 1)",128,16,torch.bfloat16,2,False,92.32797979797972,300.70136249999996,56.92088166666667,0,1.3455864753625173,36.241571428571405,2.1215965182910614,97.31179797979794,171%,64%
4096,80,"(8, 1)",128,16,torch.bfloat16,3,False,137.18659183673472,,78.65867999999995,0,0.9756199843210625,,,130.69120000000004,166%,NaN
4096,80,"(8, 1)",128,16,torch.bfloat16,4,False,171.17118367346936,,82.54470000000016,0,0.9314951990891448,62.82938775510201,1.2332769899021594,647.6928387096781,785%,76%
4096,128,"(8, 1)",128,16,torch.bfloat16,1,False,100.18918181818181,352.3671446808512,79.78185999999995,0,1.5330393535460518,66.95549484536078,1.8302777082185089,77.47046938775512,97%,84%
4096,128,"(8, 1)",128,16,torch.bfloat16,2,False,142.62581052631583,483.68504742268027,84.03105142857147,0,1.4583555432764195,69.98820408163263,1.7577817352323242,153.40525999999994,183%,83%
4096,128,"(8, 1)",128,16,torch.bfloat16,3,False,213.68943999999996,,118.67838000000009,0,1.0346077207769822,,,205.47144,173%,NaN
4096,128,"(8, 1)",128,16,torch.bfloat16,4,False,269.08600000000007,,124.09202000000008,0,0.9913932162310368,123.17956565656566,1.0064791223446263,1033.9078181818177,833%,99%
4097,4,"(8, 1)",128,16,torch.bfloat16,1,False,14.602439999999909,22.991240000000015,15.691300000000084,0,0.24364323980782457,37.12611340206186,0.10317615819114336,14.349680000000113,91%,237%
4097,4,"(8, 1)",128,16,torch.bfloat16,2,False,18.37644000000003,27.81023224489794,15.70657333333336,0,0.24388067773281266,35.86578787878787,0.10721724345170781,17.14129999999995,109%,228%
4097,4,"(8, 1)",128,16,torch.bfloat16,3,False,21.142440000000068,,21.397947070707005,0,0.17936208166644355,,,19.99164000000003,93%,NaN
4097,4,"(8, 1)",128,16,torch.bfloat16,4,False,23.57048000000002,,22.386022886598028,0,0.17177820866472343,65.19673469387757,0.059439069321042495,57.60022,257%,291%
4097,80,"(8, 1)",128,16,torch.bfloat16,1,False,66.11375757575752,232.85120701030917,57.3036130375925,0,1.334323951367084,41.12075510204084,1.8630639149928214,53.735750000000046,94%,72%
4097,80,"(8, 1)",128,16,torch.bfloat16,2,False,97.00488659793812,318.5610296907216,60.00970080808071,0,1.2766368429811121,37.96817525773194,2.0256074380631266,103.36115151515152,172%,63%
4097,80,"(8, 1)",128,16,torch.bfloat16,3,False,146.18164,,84.30787999999991,0,0.9104677593578181,,,139.8212199999999,166%,NaN
4097,80,"(8, 1)",128,16,torch.bfloat16,4,False,181.78755102040813,,88.97667750000002,0,0.864368285854978,67.03013402061858,1.1562659957633314,688.765979166667,774%,75%
4097,128,"(8, 1)",128,16,torch.bfloat16,1,False,103.29104545454533,376.83152,84.89444444444433,0,1.441066423157391,69.57334343434341,1.761837881145773,81.83646666666672,96%,82%
4097,128,"(8, 1)",128,16,torch.bfloat16,2,False,150.5172000000001,518.8075379591835,89.66032000000001,0,1.3671259703354928,73.44994845360826,1.6753420761964994,162.8837,182%,82%
4097,128,"(8, 1)",128,16,torch.bfloat16,3,False,230.1626800000001,,131.51667273174328,0,0.9338387902361314,,,222.4799368421054,169%,NaN
4097,128,"(8, 1)",128,16,torch.bfloat16,4,False,289.46053061224484,,139.1561606896552,0,0.8842856006442098,131.39819191919187,0.9437531951083703,1107.0364329896902,796%,94%
512,4,"(10, 1)",128,16,torch.bfloat16,1,False,14.057835051546435,19.304463636363685,12.197123232323209,0,0.03985779061909844,9.205059999999998,0.05382513635928876,13.899858585858588,114%,75%
512,4,"(10, 1)",128,16,torch.bfloat16,2,False,17.89214432989683,25.158508888888914,15.387575757575824,0,0.032198938773802685,14.165821052631584,0.03629087641850746,16.63025806451615,108%,92%
512,4,"(10, 1)",128,16,torch.bfloat16,3,False,20.715915789473723,,15.04991714285713,0,0.033540173719904,19.67504040404041,0.02707575190395322,19.73785567010307,131%,131%
512,4,"(10, 1)",128,16,torch.bfloat16,4,False,23.155604166666595,,18.466080000000126,0,0.027839696415684352,23.33564646464646,0.023626641970585588,46.85030303030311,254%,126%
