,ctx_lens,batch_size,num_heads,head_size,block_size,dtype,qlen,trans_v,us_hip_bf16,us_triton_fp8,us_gluon_fp8,err_gluon_fp8,gluon_fp8_bandwith(TB/s),us_asm_fp8,asm_fp8_bandwith(TB/s),us_hip_fp8,perf_fp8_gluon_vs_hip,perf_fp8_gluon_vs_asm
28,4097,80,"(5, 1)",128,16,torch.bfloat16,1,False,65.26406060606057,230.80728571428577,56.09201171717172,0,1.3621494698159202,41.42139175257731,1.8468436969927624,53.700020618556756,96%,74%
29,4097,80,"(5, 1)",128,16,torch.bfloat16,2,False,95.35956701030929,316.23734020618554,57.83923050505052,0,1.3226115840568715,38.09667346938774,2.0129080523384317,103.73919565217385,179%,66%
30,4097,80,"(5, 1)",128,16,torch.bfloat16,3,False,144.42032989690713,,60.10262000000011,0,1.274353240114604,66.55087499999998,1.1550767034807823,141.26030927835063,235%,111%
31,4097,80,"(5, 1)",128,16,torch.bfloat16,4,False,178.61255999999995,,78.95784166666671,0,0.9712157674924428,66.63146938775513,1.1564750189622195,684.7585050505046,867%,84%
32,4097,128,"(5, 1)",128,16,torch.bfloat16,1,False,100.10985915492962,374.3399924242425,83.67242288659789,0,1.4610444184222044,69.76657142857144,1.7543952001651473,79.67424242424241,95%,83%
33,4097,128,"(5, 1)",128,16,torch.bfloat16,2,False,146.59161702127656,514.8945890721649,86.60967755102045,0,1.4132154917002402,73.74117204301076,1.663875930783647,161.8942626262626,187%,85%
34,4097,128,"(5, 1)",128,16,torch.bfloat16,3,False,228.30901010101007,,89.78627714285713,0,1.3648761654659187,130.57710526315793,0.9419276391994048,224.96882828282835,251%,145%
35,4097,128,"(5, 1)",128,16,torch.bfloat16,4,False,284.79886868686896,,125.30481039892427,0,0.9791815723556204,130.92642268041237,0.9416908000216903,1097.9045894736846,876%,104%
36,512,4,"(8, 1)",128,16,torch.bfloat16,1,False,13.805367346938846,18.62241606077043,11.50051061636774,0,0.04211010753825152,9.113947368421055,0.053954483114615974,13.48573737373739,117%,79%
37,512,4,"(8, 1)",128,16,torch.bfloat16,2,False,17.430021052631663,23.799985479798043,11.70919575757569,0,0.04199590899134337,9.409612244897959,0.05384275859672412,16.142880000000115,138%,80%
38,512,4,"(8, 1)",128,16,torch.bfloat16,3,False,19.98591919191919,,15.126074479276243,0,0.03300188034098466,,,19.065145833333293,126%,NaN
39,512,4,"(8, 1)",128,16,torch.bfloat16,4,False,22.61887755102042,,15.200298787878701,0,0.033330889587172716,14.084676767676761,0.03808690904498482,46.69753535353535,307%,93%
40,512,80,"(8, 1)",128,16,torch.bfloat16,1,False,17.462575000000044,32.67175877551018,15.218859999999982,0,0.6364310320221742,10.09683838383839,0.9740441526410457,16.69707070707067,110%,66%
41,512,80,"(8, 1)",128,16,torch.bfloat16,2,False,26.223108433734907,42.91893999999994,15.83245999999998,0,0.6211774031287283,10.188220000000015,0.9945593648170524,24.358079999999944,154%,64%
42,512,80,"(8, 1)",128,16,torch.bfloat16,3,False,33.386072289156715,,20.1360975510204,0,0.495814940038965,,,32.23935416666662,160%,NaN
43,512,80,"(8, 1)",128,16,torch.bfloat16,4,False,40.32653333333337,,21.105280000000114,0,0.4801068553374487,15.010081632653062,0.7147753304839267,109.35636000000004,518%,71%
44,512,128,"(8, 1)",128,16,torch.bfloat16,1,False,25.246850574712692,59.086301632653104,20.13766000000002,0,0.7695634766701565,15.005101010101006,1.0486851244860231,23.095065217391287,115%,75%
45,512,128,"(8, 1)",128,16,torch.bfloat16,2,False,38.93668817204297,79.37001669758821,20.91644404040406,0,0.7523088623623972,18.737080000000002,0.8652609360106401,38.62872941176458,185%,90%
46,512,128,"(8, 1)",128,16,torch.bfloat16,3,False,53.76301098901107,,28.126321649484645,0,0.56793934873092,,,51.21431914893621,182%,NaN
47,512,128,"(8, 1)",128,16,torch.bfloat16,4,False,66.35004301075259,,29.53107346938778,0,0.5489967506840635,27.322914893617035,0.6282689003771964,192.2620824742268,651%,93%
48,4096,4,"(8, 1)",128,16,torch.bfloat16,1,False,14.46921212121222,21.240451836734714,13.85381565656563,0,0.275891345819267,35.085224489795934,0.10915131604566575,14.063240000000041,102%,253%
49,4096,4,"(8, 1)",128,16,torch.bfloat16,2,False,18.227259999999887,26.54699061224488,14.221291054878664,0,0.26928627028592383,33.98336363636363,0.11312887179593131,16.90728000000004,119%,239%
50,4096,4,"(8, 1)",128,16,torch.bfloat16,3,False,21.047240000000066,,18.301111111111187,0,0.20966207921038063,,,20.000479999999985,109%,NaN
51,4096,4,"(8, 1)",128,16,torch.bfloat16,4,False,23.80968000000002,,18.85806040404046,0,0.2038650585289771,61.01755102040818,0.06349487722154852,58.40377999999997,310%,324%
52,4096,80,"(8, 1)",128,16,torch.bfloat16,1,False,63.495346938775604,218.91781508967216,53.34657731958766,0,1.4329496054917534,39.801597938144305,1.9243440591357308,50.869478260869585,95%,75%
53,4096,80,"(8, 1)",128,16,torch.bfloat16,2,False,92.38320408163261,300.40378326530623,56.5460370212766,0,1.3545063910943513,36.326777777777785,2.1166202031629098,97.31212371134016,172%,64%
54,4096,80,"(8, 1)",128,16,torch.bfloat16,3,False,137.31764000000004,,78.12926824742267,0,0.9822308831216648,,,130.7351999999999,167%,NaN
55,4096,80,"(8, 1)",128,16,torch.bfloat16,4,False,171.21053999999995,,81.7438839024389,0,0.9406207301334237,62.954136842105314,1.2308331444897707,651.8324600000001,797%,77%
56,4096,128,"(8, 1)",128,16,torch.bfloat16,1,False,101.28730337078653,352.08973195876285,79.38808421052639,0,1.5406434390677,66.96081818181818,1.83013220246879,77.36002247191013,97%,84%
57,4096,128,"(8, 1)",128,16,torch.bfloat16,2,False,142.4085542168674,483.7045995918366,83.62347381443303,0,1.4654635124360504,70.05841999999998,1.756020001827136,153.74313131313124,184%,84%
58,4096,128,"(8, 1)",128,16,torch.bfloat16,3,False,214.16588000000004,,117.49755445783133,0,1.0450053092923832,,,205.4950599999998,175%,NaN
59,4096,128,"(8, 1)",128,16,torch.bfloat16,4,False,269.0527551020408,,123.40939766014128,0,0.9968769733015274,123.24180808080804,1.0059708070131683,1036.8339999999998,840%,100%
60,4097,4,"(8, 1)",128,16,torch.bfloat16,1,False,14.380439999999943,22.543468571428527,15.105183434343552,0,0.25309716928721854,37.14215151515154,0.10313160635917551,14.19802000000001,94%,246%
61,4097,4,"(8, 1)",128,16,torch.bfloat16,2,False,18.248859999999944,27.41766000000004,15.122040000000036,0,0.2533077382015557,35.88922222222222,0.10714723453121422,16.956879999999934,112%,237%
62,4097,4,"(8, 1)",128,16,torch.bfloat16,3,False,20.951660000000047,,20.9316927272727,0,0.18335737964420507,,,19.825279999999935,95%,NaN
63,4097,4,"(8, 1)",128,16,torch.bfloat16,4,False,23.47368000000001,,21.91242751946137,0,0.17549086732503816,65.17543750000003,0.059458492058070245,57.480687500000045,262%,297%
64,4097,80,"(8, 1)",128,16,torch.bfloat16,1,False,66.23774736842103,232.47914000000003,56.78613445017189,0,1.3464833293596254,41.303787878787894,1.8548079709467427,53.68762886597937,95%,73%
65,4097,80,"(8, 1)",128,16,torch.bfloat16,2,False,96.74640425531913,318.39460947368417,59.52534736842105,0,1.2870247444958571,38.005653061224514,2.0236099637033385,102.94257446808507,173%,64%
66,4097,80,"(8, 1)",128,16,torch.bfloat16,3,False,146.07688,,83.76342000000005,0,0.9163857755546236,,,139.85420202020208,167%,NaN
67,4097,80,"(8, 1)",128,16,torch.bfloat16,4,False,181.70939583333328,,88.4160761616162,0,0.8698488052236624,67.06142424242424,1.155726493062897,691.9834285714292,783%,76%
68,4097,128,"(8, 1)",128,16,torch.bfloat16,1,False,103.1822195121952,376.6080404040405,84.48148000000018,0,1.448110679423336,69.75073737373738,1.7573570774427913,81.33084210526334,96%,83%
69,4097,128,"(8, 1)",128,16,torch.bfloat16,2,False,150.5863953488373,518.5926060606064,89.05364408163274,0,1.3764394848146617,73.71479797979795,1.669322748093506,162.96332000000004,183%,83%
70,4097,128,"(8, 1)",128,16,torch.bfloat16,3,False,230.1543199999999,,131.08949108550638,0,0.9368818929931079,,,222.67141414141415,170%,NaN
71,4097,128,"(8, 1)",128,16,torch.bfloat16,4,False,289.44212000000005,,138.86489262133685,0,0.8861403830437017,131.51983673469397,0.9428803025763481,1109.4140416666658,799%,95%
72,512,4,"(10, 1)",128,16,torch.bfloat16,1,False,13.900937499999989,18.71754984628901,11.604919011815262,0,0.041891751545557326,8.979020833333323,0.055180138112175564,13.602909090909025,117%,77%
73,512,4,"(10, 1)",128,16,torch.bfloat16,2,False,17.50253061224478,24.64087395696091,14.869242886597963,0,0.03332137442868788,13.895626262626257,0.036996537721401095,16.363313131313152,110%,93%
74,512,4,"(10, 1)",128,16,torch.bfloat16,3,False,20.461041666666567,,14.60726897959187,0,0.03455655099846685,19.240260000000013,0.027687594277834772,19.482102040816336,133%,132%
75,512,4,"(10, 1)",128,16,torch.bfloat16,4,False,22.921543478260922,,17.962456363636296,0,0.0286202538661963,23.35908421052631,0.023602935765945455,46.95044444444449,261%,130%
76,512,80,"(10, 1)",128,16,torch.bfloat16,1,False,19.59454320987651,32.93380000000002,15.387718914369941,0,0.6318680327534244,9.814434343434348,1.0096630989780664,18.364121212121365,119%,64%
77,512,80,"(10, 1)",128,16,torch.bfloat16,2,False,28.087204545454586,43.73772000000002,19.894044242424354,0,0.49810245082178994,14.77583999999999,0.6958522306518539,26.256000000000043,132%,74%
78,512,80,"(10, 1)",128,16,torch.bfloat16,3,False,35.59026829268292,,19.79452080808069,0,0.5100167266848156,19.936434343434343,0.5344150348083613,34.86374000000002,176%,101%
79,512,80,"(10, 1)",128,16,torch.bfloat16,4,False,43.798642857142966,,24.577943232323214,0,0.41833448497158887,24.26710309278353,0.45439536978463635,111.58916000000004,454%,99%
80,512,128,"(10, 1)",128,16,torch.bfloat16,1,False,26.925152941176503,59.56506585314525,20.396349747474794,0,0.7627253150188302,14.635367346938772,1.083323372376451,24.873612244897895,122%,72%
81,512,128,"(10, 1)",128,16,torch.bfloat16,2,False,41.82769565217392,80.23057323232325,27.17569387755107,0,0.5834197125450789,26.865042553191493,0.6123527228901966,41.42175000000003,152%,99%
82,512,128,"(10, 1)",128,16,torch.bfloat16,3,False,58.46650000000004,,27.847294226804102,0,0.5800512826335243,36.57807216494844,0.4660422869988546,55.58302222222217,200%,131%
83,512,128,"(10, 1)",128,16,torch.bfloat16,4,False,72.2665806451613,,37.32142816326531,0,0.4407891864706309,46.20170967741935,0.38186844116157154,196.92662,528%,124%
84,4096,4,"(10, 1)",128,16,torch.bfloat16,1,False,14.415640000000076,21.296423838383795,13.881240000000075,0,0.27548046798204867,33.119106382978735,0.11574357329542596,14.326059999999995,103%,239%
85,4096,4,"(10, 1)",128,16,torch.bfloat16,2,False,18.42360000000003,27.93091999999995,18.072420944135228,0,0.2121090322633991,60.965371134020565,0.06318259196916642,17.084440000000008,95%,337%
86,4096,4,"(10, 1)",128,16,torch.bfloat16,3,False,21.282040000000098,,17.794048282828243,0,0.21595068653217697,88.217625,0.04387532106086429,20.37805999999997,115%,496%
87,4096,4,"(10, 1)",128,16,torch.bfloat16,4,False,23.970920000000064,,21.862080000000045,0,0.17619321531206594,115.48502020202017,0.03367712162833569,57.56780000000004,263%,528%
88,4096,80,"(10, 1)",128,16,torch.bfloat16,1,False,66.36383999999995,220.43991878787872,53.91354226804117,0,1.418571412859269,36.50990000000001,2.0998817948651234,53.612040816326505,99%,68%
89,4096,80,"(10, 1)",128,16,torch.bfloat16,2,False,95.48447422680412,302.1690752688171,75.97946556701034,0,1.0090420322150058,62.412653061224475,1.2343491198270324,102.4782999999999,135%,82%
90,4096,80,"(10, 1)",128,16,torch.bfloat16,3,False,143.86204000000006,,75.89259777777781,0,1.0126513139305477,90.05522448979593,0.859600682143766,136.8645510204081,180%,119%
91,4096,80,"(10, 1)",128,16,torch.bfloat16,4,False,177.88097999999994,,109.47073809523815,0,0.7037406042258472,117.74085263157895,0.6606378303992552,654.5463636363644,598%,108%
92,4096,128,"(10, 1)",128,16,torch.bfloat16,1,False,101.92042666666663,354.7404693877552,80.6651666666667,0,1.516991048063417,61.79591836734692,1.9850236421532172,80.09585714285708,99%,77%
93,4096,128,"(10, 1)",128,16,torch.bfloat16,2,False,146.09164835164844,487.19452589727064,113.94670303030296,0,1.076523986087882,122.4842653061225,1.006352980012906,159.81426262626246,140%,107%
94,4096,128,"(10, 1)",128,16,torch.bfloat16,3,False,224.65352000000007,,114.84921894736839,0,1.0706592809131892,177.51188888888905,0.6977473600136669,214.66535353535346,187%,155%
95,4096,128,"(10, 1)",128,16,torch.bfloat16,4,False,280.4728282828282,,170.5042700156985,0,0.7229285541303975,232.4976666666668,0.5352935368140563,1046.1873894736855,614%,136%
96,4097,4,"(10, 1)",128,16,torch.bfloat16,1,False,14.486439999999911,22.71646448979592,15.252902906617127,0,0.25076812180364727,35.07828571428571,0.10930565623765404,14.236440000000034,93%,230%
97,4097,4,"(10, 1)",128,16,torch.bfloat16,2,False,18.43168000000004,30.562539999999938,20.819947070707073,0,0.18416257383701926,64.5963737373738,0.05964547649143122,17.102820000000023,82%,310%
98,4097,4,"(10, 1)",128,16,torch.bfloat16,3,False,21.38892,,20.489701010100987,0,0.18758537586972507,94.40185106382978,0.041010932508715583,20.352039999999988,99%,461%
99,4097,4,"(10, 1)",128,16,torch.bfloat16,4,False,23.992880000000056,,26.722155159845915,0,0.1441830371890727,124.05756565656566,0.03135749418893237,57.88097999999997,217%,464%
100,4097,80,"(10, 1)",128,16,torch.bfloat16,1,False,69.36480412371125,233.96361616161613,57.52545454545448,0,1.3298258463732582,38.23992929292927,2.005367222475955,57.03149999999986,99%,66%
101,4097,80,"(10, 1)",128,16,torch.bfloat16,2,False,101.78337373737372,322.23328144603937,81.79921150278294,0,0.93747970652785,66.09691578947366,1.1658279195525882,108.68853191489357,133%,81%
102,4097,80,"(10, 1)",128,16,torch.bfloat16,3,False,153.4207070707071,,82.2083327835051,0,0.935079969462483,96.26941237113405,0.8043069646569064,146.64048484848487,178%,117%
103,4097,80,"(10, 1)",128,16,torch.bfloat16,4,False,189.9018,,120.33865894736839,0,0.6403397752453499,126.67191666666663,0.6142062892133583,697.4765858585856,580%,105%
104,4097,128,"(10, 1)",128,16,torch.bfloat16,1,False,107.79976470588223,379.30250060606056,86.06044333333332,0,1.4222345749740848,63.83757142857145,1.9220054667560098,85.30191836734699,99%,74%
105,4097,128,"(10, 1)",128,16,torch.bfloat16,2,False,156.51415053763446,529.0443758921494,127.97318939393926,0,0.9587645807001541,129.84102020202016,0.9495628386627327,171.86319191919202,134%,101%
106,4097,128,"(10, 1)",128,16,torch.bfloat16,3,False,241.9075799999999,,129.72810418604647,0,0.9480920519552907,189.889707070707,0.6524221669346121,232.21690909090904,179%,146%
107,4097,128,"(10, 1)",128,16,torch.bfloat16,4,False,303.3929600000001,,193.33864050235474,0,0.6377008103374652,250.6583939393939,0.49662929159077773,1122.7643599999997,581%,130%
108,512,4,"(16, 1)",128,16,torch.bfloat16,1,False,14.042673684210456,17.802473748473787,11.670706868687027,0,0.042134407532445704,8.944854166666666,0.05664032874664757,13.684868686868601,117%,77%
109,512,4,"(16, 1)",128,16,torch.bfloat16,2,False,17.72752577319591,23.79616992014194,14.892585858585864,0,0.03401957762081544,13.923888888888891,0.03852672247381908,16.53642000000008,111%,93%
110,512,4,"(16, 1)",128,16,torch.bfloat16,3,False,20.5355106382979,,17.703301632653,0,0.029460077707917937,18.971880000000006,0.02984649520059217,19.270060000000072,109%,107%
111,512,4,"(16, 1)",128,16,torch.bfloat16,4,False,23.291870967741968,,20.877224489795925,0,0.025695072792875796,23.48151020408163,0.02538365047961436,47.248160000000034,226%,112%
112,512,80,"(16, 1)",128,16,torch.bfloat16,1,False,21.953402597402626,31.544686060606164,15.665020408163286,0,0.6278170172580434,9.837383838383847,1.0300288957191985,20.852907216494863,133%,63%
113,512,80,"(16, 1)",128,16,torch.bfloat16,2,False,32.73761363636359,42.87774949494943,20.059259999999952,0,0.5051427426443662,14.881460000000004,0.7209531900479057,31.243319999999972,156%,74%
114,512,80,"(16, 1)",128,16,torch.bfloat16,3,False,42.44209876543213,,24.51208000000005,0,0.42553764656827714,20.112660000000016,0.563072338881292,42.18498000000005,172%,82%
115,512,80,"(16, 1)",128,16,torch.bfloat16,4,False,52.93297619047627,,29.01955070707056,0,0.36971061915704473,24.488660000000014,0.4867938447868571,119.72282828282835,413%,84%
116,512,128,"(16, 1)",128,16,torch.bfloat16,1,False,30.67202325581393,56.71888159950005,20.867490707070747,0,0.7540737140652594,14.335440000000013,1.1309358749299798,28.418819999999968,136%,69%
117,512,128,"(16, 1)",128,16,torch.bfloat16,2,False,49.116021505376295,79.07988979591846,28.320099999999968,0,0.5724719679275944,27.156043478260877,0.6321295555832512,48.808715789473545,172%,96%
118,512,128,"(16, 1)",128,16,torch.bfloat16,3,False,69.62213043478266,,37.07612244897961,0,0.45013608313748266,36.821625,0.49209702210912054,66.64313402061856,180%,99%
119,512,128,"(16, 1)",128,16,torch.bfloat16,4,False,87.6348723404256,,44.74740141414163,0,0.3836231189480299,46.62204166666664,0.4091087744396652,210.04640816326534,469%,104%
120,4096,4,"(16, 1)",128,16,torch.bfloat16,1,False,14.660419999999998,20.502499999999955,14.069575510204054,0,0.2721900475278309,33.11871428571432,0.1160823924155477,14.32167676767674,102%,235%
121,4096,4,"(16, 1)",128,16,torch.bfloat16,2,False,18.88646000000001,27.7092963636363,18.50526403061225,0,0.20775167442371795,61.027888888888896,0.06348412145558863,17.392059999999972,94%,330%
122,4096,4,"(16, 1)",128,16,torch.bfloat16,3,False,21.529757575757593,,22.670513333333332,0,0.1702387895880556,88.2603195876289,0.04423396891183825,22.592500000000133,100%,389%
123,4096,4,"(16, 1)",128,16,torch.bfloat16,4,False,27.72164000000003,,27.161240000000078,0,0.1426408334229357,115.62409278350516,0.034023242565385026,56.50844000000004,208%,426%
124,4096,80,"(16, 1)",128,16,torch.bfloat16,1,False,69.90428571428568,211.04446060606062,56.42073752577324,0,1.35751448660857,36.485519999999994,2.1074111527053447,56.89371428571428,101%,65%
125,4096,80,"(16, 1)",128,16,torch.bfloat16,2,False,102.38391752577327,295.32233766233765,77.31716363636362,0,0.9944750705274346,62.67551020408161,1.2363048654203326,108.48324489795918,140%,81%
126,4096,80,"(16, 1)",128,16,torch.bfloat16,3,False,154.2948999999999,,112.0571006617903,0,0.6888275221139176,90.441350515464,0.8633449656682309,143.71404040404036,128%,81%
127,4096,80,"(16, 1)",128,16,torch.bfloat16,4,False,190.51246938775512,,131.66445655375549,0,0.5885114345675522,118.03020833333335,0.6665931731757846,664.5316701030928,505%,90%
128,4096,128,"(16, 1)",128,16,torch.bfloat16,1,False,105.16842424242427,337.6710285714286,83.45228000000007,0,1.468469760900517,61.96045833333333,1.9855241572708329,85.62333333333328,103%,74%
129,4096,128,"(16, 1)",128,16,torch.bfloat16,2,False,156.59677894736836,474.4099467492259,115.02221586653049,0,1.069567177867281,122.90564646464644,1.0087222572680938,169.6369600000001,147%,107%
130,4096,128,"(16, 1)",128,16,torch.bfloat16,3,False,241.69608247422693,,177.22020961098414,0,0.6968777671897909,177.9374791666667,0.7021080439843744,225.08442857142862,127%,100%
131,4096,128,"(16, 1)",128,16,torch.bfloat16,4,False,298.48175999999984,,208.5266912722536,0,0.5945409691987419,232.9352947368421,0.5404290917262803,1067.0033999999998,512%,112%
132,4097,4,"(16, 1)",128,16,torch.bfloat16,1,False,14.543260000000014,21.469749292929347,15.08008080808097,0,0.25401254795271355,35.068897959183694,0.10965360003793005,14.40368,96%,233%
133,4097,4,"(16, 1)",128,16,torch.bfloat16,2,False,18.759239999999956,30.71646000000001,21.527657828282685,0,0.17862746338968868,64.6395833333333,0.05995139561762347,17.31243999999996,80%,300%
134,4097,4,"(16, 1)",128,16,torch.bfloat16,3,False,21.72126,,28.719514739228934,0,0.1344149477048163,94.46970833333336,0.041336377811011196,20.52694949494954,71%,329%
135,4097,4,"(16, 1)",128,16,torch.bfloat16,4,False,25.08051020408163,,89.24960363636345,0,0.043420173032523116,124.11251515151518,0.03170379613165352,58.130363636363725,65%,139%
136,4097,80,"(16, 1)",128,16,torch.bfloat16,1,False,72.30597959183676,223.28006828282824,59.399919166666685,0,1.2897424114822809,38.42075510204082,2.001746660300828,59.839800000000025,101%,65%
137,4097,80,"(16, 1)",128,16,torch.bfloat16,2,False,108.3393684210526,315.062685,83.42235428571428,0,0.9219185777032964,66.33538383838383,1.1683759130470783,115.32081632653058,138%,80%
138,4097,80,"(16, 1)",128,16,torch.bfloat16,3,False,164.5061649484536,,124.42805636363636,0,0.6204922241169598,96.77578350515464,0.8070274223416034,154.2984897959184,124%,78%
139,4097,80,"(16, 1)",128,16,torch.bfloat16,4,False,205.52186000000012,,205.45886102941202,0,0.37722716981481313,127.08321276595743,0.619253761706038,710.2312653061227,346%,62%
140,4097,128,"(16, 1)",128,16,torch.bfloat16,1,False,111.20520454545463,361.0311400000002,88.95609422680425,0,1.377948897667046,64.15760606060604,1.9179922178292002,90.48767346938774,102%,72%
141,4097,128,"(16, 1)",128,16,torch.bfloat16,2,False,167.3649892473117,516.4213047718566,129.78948149024248,0,0.94810294120826,130.20238297872348,0.9524208437526399,181.59658000000002,140%,100%
142,4097,128,"(16, 1)",128,16,torch.bfloat16,3,False,259.2246868686868,,200.01821286231885,0,0.6175968904493138,190.4456666666666,0.6561511215181572,244.92563636363636,122%,95%
143,4097,128,"(16, 1)",128,16,torch.bfloat16,4,False,325.8446868686869,,353.2251199494948,0,0.35107204004327647,251.10920408163267,0.5014344756836521,1143.5088400000004,324%,71%
144,512,4,"(64, 4)",128,16,torch.bfloat16,1,False,14.335777777777787,18.046635539064148,11.950795959595961,0,0.1645876378642808,9.285868686868705,0.21824107045892957,14.197676767676832,119%,78%
